year,month,day,num_article,words,text_for_tfidf,Cluster_ID,Theme,CP1,CP2,CP3
2025,7,2,2,"['poutine', 'répondre', 'coup', 'fil', 'motif', 'président', 'russe', 'pousser', 'renouer', 'dialogue', 'point', 'mort', 'dévoiler', 'dmitri', 'peskov']",poutine répondre coup fil motif président russe pousser renouer dialogue point mort dévoiler dmitri peskov,2,Conflit Militaire (Ukraine),0.04998999591330059,-0.007225706920767816,0.0003622469522285799
2025,7,2,3,"['instant', 'nouveau', 'sanction', 'tomber', 'enlever', 'imposer', 'retomber', 'boomerang', 'économie', 'france', 'laisse', 'faire', 'envie', 'suicider', 'problème', 'changer', 'russie', 'ajouter']",instant nouveau sanction tomber enlever imposer retomber boomerang économie france laisse faire envie suicider problème changer russie ajouter,1,Politique Française Générale,-0.03551617437161,-0.026220712341761036,-0.0437761789791132
2025,7,2,4,"['conversation', 'téléphonique', 'poutine', 'lieu', 'initiative', 'pari', 'indique', 'kremlin', 'président', 'russe', 'exprimer', 'reprise', 'volonté', 'engager', 'dialogue', 'ajouter', 'échange', 'bon', 'occasion', 'transmettre', 'position', 'instructif', 'durer', 'heure']",conversation téléphonique poutine lieu initiative pari indique kremlin président russe exprimer reprise volonté engager dialogue ajouter échange bon occasion transmettre position instructif durer heure,2,Conflit Militaire (Ukraine),0.06049098612907835,-0.01544747800731103,-0.049313538841454216
2025,7,1,1,"['principal', 'événement', 'monde', 'premier', 'juillet', 'soir', 'vladimir', 'poutine', 'emmanuel', 'dialogue', 'téléphonique', 'évoquer', 'conflit', 'irano', 'israélien', 'dossier', 'nucléaire', 'téhéran', 'crise', 'ukrainien', 'base', 'écoute', 'rufisque', 'an', 'contrôle', 'français', 'passer', 'autorité', 'sénégalais', 'ministre', 'malien', 'abdoulaye', 'maïga', 'réaffirmer', 'ambition', 'alliance', 'état', 'sahél', 'faire', 'région', 'puissance', 'panafricain', 'renforcer', 'lutte', 'antiterroriste', 'relation', 'réformer', 'institution', 'financier', 'mondial', 'ibrahim', 'traoré', 'lancer', 'vaste', 'projet', 'réhabilitation', 'construction', 'barrage', 'burkina', 'faso', 'booster', 'agriculture', 'autosuffisance', 'alimentaire', 'guinée', 'établir', 'record', 'exportation', 'bauxite', 'million', 'tonne', 'trimestre']",principal événement monde premier juillet soir vladimir poutine emmanuel dialogue téléphonique évoquer conflit irano israélien dossier nucléaire téhéran crise ukrainien base écoute rufisque an contrôle français passer autorité sénégalais ministre malien abdoulaye maïga réaffirmer ambition alliance état sahél faire région puissance panafricain renforcer lutte antiterroriste relation réformer institution financier mondial ibrahim traoré lancer vaste projet réhabilitation construction barrage burkina faso booster agriculture autosuffisance alimentaire guinée établir record exportation bauxite million tonne trimestre,4,Affaires Militaires et Défense,0.11122649915360232,-0.010578160718566527,0.20909224515277391
2025,7,1,2,"['vladimir', 'poutine', 'entretien', 'téléphonique', 'emmanuel', 'annoncer', 'kremlin', 'leader', 'discuter', 'conflit', 'irano', 'israélien', 'frappe', 'américain', 'installation', 'nucléaire', 'iranien', 'prononcer', 'faveur', 'résolution', 'dossier', 'moyen', 'politique', 'diplomatique', 'millimètre', 'souligner', 'rôle', 'particulier', 'jouer', 'pays', 'membre', 'permanent', 'conseil', 'sécurité', 'onu', 'maintien', 'paix', 'evoquer', 'crise', 'ukrainien', 'chef', 'noter', 'conséquence', 'occidental', 'dirigeant', 'russe', 'traîner', 'longueur', 'hostilité', 'ukraine', 'fournir', 'arme', 'kiev', 'agir', 'président', 'septembre']",vladimir poutine entretien téléphonique emmanuel annoncer kremlin leader discuter conflit irano israélien frappe américain installation nucléaire iranien prononcer faveur résolution dossier moyen politique diplomatique millimètre souligner rôle particulier jouer pays membre permanent conseil sécurité onu maintien paix evoquer crise ukrainien chef noter conséquence occidental dirigeant russe traîner longueur hostilité ukraine fournir arme kiev agir président septembre,2,Conflit Militaire (Ukraine),0.15010236799971816,-0.15156879260388695,0.010754797202164898
2025,7,31,1,"['ukraine', 'sacrifier', 'patrimoine', 'slave', 'orthodoxe', 'arme', 'avantage', 'stratégique', 'relique', 'laure', 'kiev', 'envoyer', 'étranger', 'risquer', 'revenir', 'alerter', 'diplomatie', 'russe', 'marier', 'zakharova', 'début', 'objet', 'confisquer', 'prétexte', 'respectable', 'préservation', 'expliquer', 'sputnik', 'denis', 'loukachin', 'expert', 'évaluation', 'œuvre', 'art', 'propriétaire', 'consulting', 'clair', 'fonctionnaire', 'scrupuleux', 'impliquer', 'pouvoir', 'tirer', 'profit', 'trésor', 'culturel', 'inestimable', 'valeur', 'marchand', 'réel', 'élevé', 'ajouter', 'chef', 'péril', 'icône', 'xvie', 'xviie', 'xviii', 'siècle', 'peinture', 'huile', 'dessin', 'ancien', 'fragile', 'endommager', 'transport', 'hasardeux', 'byzantin', 'vie', 'viie', 'france', 'accord', 'unesco', 'transférer', 'grotte', 'europe', 'révéler', 'service', 'danger', 'disparition', 'exposer', 'musée', 'occidental', 'restitution', 'tomber', 'main', 'collectionneur', 'priver', 'perdre', 'destruction', 'perte', 'irréparable', 'commun', 'culture']",ukraine sacrifier patrimoine slave orthodoxe arme avantage stratégique relique laure kiev envoyer étranger risquer revenir alerter diplomatie russe marier zakharova début objet confisquer prétexte respectable préservation expliquer sputnik denis loukachin expert évaluation œuvre art propriétaire consulting clair fonctionnaire scrupuleux impliquer pouvoir tirer profit trésor culturel inestimable valeur marchand réel élevé ajouter chef péril icône xvie xviie xviii siècle peinture huile dessin ancien fragile endommager transport hasardeux byzantin vie viie france accord unesco transférer grotte europe révéler service danger disparition exposer musée occidental restitution tomber main collectionneur priver perdre destruction perte irréparable commun culture,0,Diplomatie Bloc Occidental,0.03547484502887088,-0.054617473392710864,-0.07575704532180774
2025,7,31,2,"['ukraine', 'offrir', 'occident', 'nouveau', 'occasion', 'poursuivre', 'pratique', 'saisie', 'patrimoine', 'culturel', 'serbe', 'cours', 'siècle', 'passer', 'puissance', 'occidental', 'déplacer', 'objet', 'valeur', 'inestimable', 'afrique', 'amérique', 'sud', 'central', 'rappeler', 'sputnik', 'vladan', 'ancien', 'ministre', 'culture', 'revenir', 'exfiltration', 'art', 'reproduire', 'schéma', 'agir', 'laure', 'grotte', 'kiev', 'invoquer', 'prétexte', 'évident', 'retirer', 'pays', 'préserver', 'principe', 'vol', 'brigandage', 'ordinaire', 'légaliser', 'mérite', 'condamner', 'droit', 'international', 'ignorer', 'difficile', 'imaginer', 'parvenir', 'défendre', 'dévastation', 'développer', 'justification', 'royaume', 'uni', 'france', 'espagne', 'premier', 'voler', 'historique', 'hypocrite', 'souligner']",ukraine offrir occident nouveau occasion poursuivre pratique saisie patrimoine culturel serbe cours siècle passer puissance occidental déplacer objet valeur inestimable afrique amérique sud central rappeler sputnik vladan ancien ministre culture revenir exfiltration art reproduire schéma agir laure grotte kiev invoquer prétexte évident retirer pays préserver principe vol brigandage ordinaire légaliser mérite condamner droit international ignorer difficile imaginer parvenir défendre dévastation développer justification royaume uni france espagne premier voler historique hypocrite souligner,0,Diplomatie Bloc Occidental,0.05254023980828886,-0.05664148835885347,-0.04952513906051616
2025,7,31,3,"['pari', 'chasse', 'média', 'russe', 'maria', 'zakharova', 'ministère', 'affaire', 'étranger', 'commenter', 'refus', 'france', 'accorder', 'visa', 'correspondant', 'agence', 'rossiya', 'segodnya', 'partie', 'sputnik', 'mener', 'acharner', 'journaliste', 'recourir', 'arsenal', 'sanction', 'persécution', 'violence', 'physique', 'accès', 'événement', 'répondre', 'fois', 'déclarer', 'refuser', 'kovaleva', 'preuve', 'représenter', 'menace', 'ordre', 'public', 'notification', 'remettre']",pari chasse média russe maria zakharova ministère affaire étranger commenter refus france accorder visa correspondant agence rossiya segodnya partie sputnik mener acharner journaliste recourir arsenal sanction persécution violence physique accès événement répondre fois déclarer refuser kovaleva preuve représenter menace ordre public notification remettre,4,Affaires Militaires et Défense,0.0876027646210102,0.05845004085163393,0.01141699189401124
2025,7,31,4,"['vol', 'colonial', 'nation', 'occidental', 'piller', 'trésor', 'culturel', 'ukraine', 'couvert', 'conflit', 'européen', 'emparer', 'scrupule', 'riche', 'patrimoine', 'enfermer', 'musée', 'corroboration', 'rassembler', 'sputnik', 'pacte', 'diable', 'kiev', 'prêt', 'payer', 'arme', 'fournir', 'occident', 'alerter', 'reprise', 'moscou', 'fois', 'déposer', 'probable', 'revenir', 'jour', 'déplacement', 'relique', 'europe', 'svr', 'service', 'renseignement', 'extérieur', 'révéler', 'accord', 'unesco', 'viser', 'transférer', 'objet', 'chrétien', 'valeur', 'laure', 'grotte', 'italie', 'france', 'allemagne', 'vatican', 'prétexte', 'protéger', 'missile', 'russe', 'louvre', 'icône', 'maximilien', 'durand', 'directeur', 'département', 'art', 'byzance', 'admettre', 'accueillir', 'national', 'ancien', 'byzantin', 'créer', 'période', 'iconoclaste', 'disparu', 'exposition', 'venir', 'présente', 'pièce', 'crétois', 'xve', 'xvii', 'siècle', 'public', 'voir', 'décembre', 'arriver', 'rare', 'monde', 'réserve', 'heritage', 'orthodoxe', 'royaume', 'uni', 'preserver', 'victoria', 'museum', 'lancer', 'série', 'projet', 'consacrer', 'ukrainien', 'magnifique', 'porte', 'autel', 'argent', 'appartenir', 'collection', 'gilbert', 'beal', 'exemple', 'édifice', 'avril', 'bloquer', 'accès', 'tombe', 'évaluer', 'historique', 'scientifique', 'député', 'transfert', 'ilyer', 'mouromets', 'héros', 'saint', 'recherche', 'contrebande', 'scythe', 'octobre', 'police', 'espagnol', 'saisir', 'million', 'euro', 'conserver', 'lieu', 'redonner', 'placer', 'archéologique', 'russie', 'exiger', 'restitution', 'dérober', 'crimée', 'rattachement', 'péninsule', 'pays', 'refuser', 'restituer', 'abandonner', 'amsterdam', 'novembre', 'allard', 'pierson', 'confirmer', 'remettre', 'réunification', 'pourvoi', 'cassation', 'œuvre', 'voler', 'espagne', 'thyssen', 'bornemisza', 'madrid', 'œil', 'cyclone', 'modernisme', 'présenter', 'tableau', 'subtiliser', 'fin', 'guerre']",vol colonial nation occidental piller trésor culturel ukraine couvert conflit européen emparer scrupule riche patrimoine enfermer musée corroboration rassembler sputnik pacte diable kiev prêt payer arme fournir occident alerter reprise moscou fois déposer probable revenir jour déplacement relique europe svr service renseignement extérieur révéler accord unesco viser transférer objet chrétien valeur laure grotte italie france allemagne vatican prétexte protéger missile russe louvre icône maximilien durand directeur département art byzance admettre accueillir national ancien byzantin créer période iconoclaste disparu exposition venir présente pièce crétois xve xvii siècle public voir décembre arriver rare monde réserve heritage orthodoxe royaume uni preserver victoria museum lancer série projet consacrer ukrainien magnifique porte autel argent appartenir collection gilbert beal exemple édifice avril bloquer accès tombe évaluer historique scientifique député transfert ilyer mouromets héros saint recherche contrebande scythe octobre police espagnol saisir million euro conserver lieu redonner placer archéologique russie exiger restitution dérober crimée rattachement péninsule pays refuser restituer abandonner amsterdam novembre allard pierson confirmer remettre réunification pourvoi cassation œuvre voler espagne thyssen bornemisza madrid œil cyclone modernisme présenter tableau subtiliser fin guerre,0,Diplomatie Bloc Occidental,0.11435207428184012,-0.049293847166387544,-0.03899725892329926
2025,7,28,1,"['escalade', 'algéri', 'france', 'incident', 'passager', 'conséquence', 'problème', 'historique', 'résoudre', 'dernier', 'lier', 'mémoire', 'colonialisme', 'expliquer', 'sputnik', 'ancien', 'parlementaire', 'algérien', 'algérie', 'faible', 'dépendant', 'affirmer', 'ahmed', 'sharif', 'pays', 'phase', 'reconquête', 'plein', 'souveraineté', 'refuser', 'pression', 'tutelle', 'mettre', 'garde', 'transformation', 'différend', 'politique', 'instrument', 'communauté', 'utilisation', 'média', 'attiser', 'haine', 'préconiser', 'partenariat', 'égal', 'reconnaître', 'actuel', 'nation', 'indépendant', 'respectueux', 'valoriser', 'risque', 'perdre', 'capital', 'moral', 'économique', 'afrique', 'nord', 'conscience', 'rapport', 'force', 'évoluer', 'noter', 'attitude', 'condescendant', 'pari', 'faire', 'accélérer', 'rupture', 'lien', 'symbolique', 'image', 'générer', 'ia']",escalade algéri france incident passager conséquence problème historique résoudre dernier lier mémoire colonialisme expliquer sputnik ancien parlementaire algérien algérie faible dépendant affirmer ahmed sharif pays phase reconquête plein souveraineté refuser pression tutelle mettre garde transformation différend politique instrument communauté utilisation média attiser haine préconiser partenariat égal reconnaître actuel nation indépendant respectueux valoriser risque perdre capital moral économique afrique nord conscience rapport force évoluer noter attitude condescendant pari faire accélérer rupture lien symbolique image générer ia,7,Souveraineté Africaine et IA,-0.05133061944645249,0.03856208492187888,-0.08768764120569646
2025,7,26,1,"['an', 'cnsp', 'chemin', 'difficile', 'liberté', 'peuple', 'nigérien', 'aménage', 'courage', 'détermination', 'avenir', 'moment', 'fort', 'discours', 'président', 'tiani', 'livrer', 'juillet', 'occasion', 'anniversaire', 'arrivée', 'pouvoir', 'conseil', 'national', 'sauvegarde', 'patrie', 'menace', 'néocolonial', 'système', 'réactionnaire', 'mise', 'tutelle', 'niger', 'déchaîner', 'échouer', 'organiser', 'blocus', 'total', 'pays', 'guerre', 'choisir', 'voie', 'terrorisme', 'manipulation', 'campagne', 'désinformation', 'impact', 'quotidien', 'constater', 'général', 'armée', 'choix', 'faire', 'abdourahaman', 'évoquer', 'ligne', 'directeur', 'continuer', 'politique', 'passé', 'soumettre', 'volonté', 'france', 'conséquence', 'chaos', 'programmer', 'moyen', 'terme', 'soumission', 'force', 'connaître', 'long', 'définitif', 'refuser', 'défendre', 'complexe', 'complaisance', 'intérêt', 'dignité', 'honneur', 'doute', 'souveraineté', 'difficulté', 'confronter', 'savoir', 'changer', 'cap', 'marteler', 'tenir', 'remercier', 'aider', 'défense', 'sécurité', 'sacrifice', 'consentir', 'professionnalisme', 'porter', 'résultat', 'tangible', 'programme', 'grand', 'irrigation', 'résilience', 'engagement', 'ami', 'précieux', 'soutien', 'trouver', 'bon', 'conclure', 'épreuve', 'obstacle', 'actuel', 'venir', 'entamer', 'entraver', 'réalisation', 'projet', 'commun', 'survie', 'agir']",an cnsp chemin difficile liberté peuple nigérien aménage courage détermination avenir moment fort discours président tiani livrer juillet occasion anniversaire arrivée pouvoir conseil national sauvegarde patrie menace néocolonial système réactionnaire mise tutelle niger déchaîner échouer organiser blocus total pays guerre choisir voie terrorisme manipulation campagne désinformation impact quotidien constater général armée choix faire abdourahaman évoquer ligne directeur continuer politique passé soumettre volonté france conséquence chaos programmer moyen terme soumission force connaître long définitif refuser défendre complexe complaisance intérêt dignité honneur doute souveraineté difficulté confronter savoir changer cap marteler tenir remercier aider défense sécurité sacrifice consentir professionnalisme porter résultat tangible programme grand irrigation résilience engagement ami précieux soutien trouver bon conclure épreuve obstacle actuel venir entamer entraver réalisation projet commun survie agir,7,Souveraineté Africaine et IA,-0.051902290040698795,0.0005699980024631284,0.0014936347543021277
2025,7,25,1,"['georges', 'ibrahim', 'abdallah', 'arriver', 'liban', 'an', 'détention', 'france', 'avion', 'transporter', 'homme', 'atterrir', 'aéroport', 'international', 'beyrouth', 'vendredi', 'accueillir', 'représentant', 'mouvement', 'social', 'sympathisant', 'considérer', 'symbole', 'lutte', 'cause', 'palestinien', 'condamner', 'complicité', 'assassinat', 'diplomate', 'américain', 'israélien', 'reconnaître', 'implication', 'meurtre', 'qualifier', 'résistance']",georges ibrahim abdallah arriver liban an détention france avion transporter homme atterrir aéroport international beyrouth vendredi accueillir représentant mouvement social sympathisant considérer symbole lutte cause palestinien condamner complicité assassinat diplomate américain israélien reconnaître implication meurtre qualifier résistance,6,Actualité Virale et ONU,0.015451250716780737,0.07748849616405674,0.04600609319726938
2025,7,25,2,"['madagascar', 'rejoindre', 'concours', 'intervision', 'chanson', 'pays', 'représenter', 'duo', 'denise', 'd', 'lain', 'figure', 'incontournable', 'scène', 'malgache', 'ratolojanary', 'lalaina', 'josia', 'débuter', 'jeune', 'gospel', 'remporter', 'prestigieux', 'castel', 'live', 'operer', 'signer', 'france', 'revenir', 'île', 'natal', 'poursuivre', 'carrière', 'solo', 'révéler', 'africa', 'talent', 'orienter', 'international', 'choisir', 'promouvoir', 'culture', 'travers', 'tournée', 'africain', 'créer', 'festival', 'makua', 'ambition', 'mettre', 'lumière', 'riche', 'patrimoine', 'culturel', 'participation', 'année', 'attendre', 'état', 'bric', 'amérique', 'latin', 'finale', 'tenir', 'septembre', 'moscou']",madagascar rejoindre concours intervision chanson pays représenter duo denise d lain figure incontournable scène malgache ratolojanary lalaina josia débuter jeune gospel remporter prestigieux castel live operer signer france revenir île natal poursuivre carrière solo révéler africa talent orienter international choisir promouvoir culture travers tournée africain créer festival makua ambition mettre lumière riche patrimoine culturel participation année attendre état bric amérique latin finale tenir septembre moscou,0,Diplomatie Bloc Occidental,-0.007141498945336092,0.01865675209972002,0.014081508619068692
2025,7,25,3,"['principal', 'événement', 'monde', 'juillet', 'matin', 'alger', 'riposter', 'sanction', 'pari', 'restreindre', 'accès', 'diplomate', 'français', 'aéroport', 'thaïlande', 'cambodge', 'affrontement', 'frontalier', 'pouvoir', 'dégénérer', 'guerre', 'avertir', 'ministre', 'thaïlandais', 'intérim', 'critiquer', 'décision', 'france', 'reconnaître', 'état', 'palestine', 'fusée', 'décoller', 'cosmodrome', 'vostotchny', 'russie', 'hongrie', 'opposer', 'budget', 'union', 'européen', 'transformer', 'ukraine', 'déclarer', 'agence', 'russe', 'ria', 'novosti', 'hongrois', 'affaire', 'étranger', 'peter', 'szijjarto', 'civil', 'tuer', 'blessé', 'invasion', 'région', 'koursk', 'armée', 'ukrainien', 'août', 'président', 'comité', 'enquête', 'alexandre', 'bastrykin']",principal événement monde juillet matin alger riposter sanction pari restreindre accès diplomate français aéroport thaïlande cambodge affrontement frontalier pouvoir dégénérer guerre avertir ministre thaïlandais intérim critiquer décision france reconnaître état palestine fusée décoller cosmodrome vostotchny russie hongrie opposer budget union européen transformer ukraine déclarer agence russe ria novosti hongrois affaire étranger peter szijjarto civil tuer blessé invasion région koursk armée ukrainien août président comité enquête alexandre bastrykin,4,Affaires Militaires et Défense,0.18322674257595575,0.002124196384459144,0.12147100541043022
2025,7,25,4,"['algérie', 'riposte', 'sanction', 'pari', 'restreindre', 'accès', 'diplomate', 'français', 'aéroport', 'france', 'annoncer', 'début', 'semaine', 'priver', 'dizaine', 'responsable', 'algérien', 'privilège', 'diplomatique', 'compliquer', 'déplacement', 'raison', 'médical', 'familial', 'décision', 'prise', 'opacité', 'total', 'concertation', 'ministère', 'affaire', 'étranger', 'notification', 'officiel', 'dénoncer', 'communiqué', 'alger', 'document', 'évoquer', 'violation', 'manifeste', 'convention', 'venir', 'adopter', 'mesure', 'réciprocité', 'réserve', 'droit', 'saisir', 'onu']",algérie riposte sanction pari restreindre accès diplomate français aéroport france annoncer début semaine priver dizaine responsable algérien privilège diplomatique compliquer déplacement raison médical familial décision prise opacité total concertation ministère affaire étranger notification officiel dénoncer communiqué alger document évoquer violation manifeste convention venir adopter mesure réciprocité réserve droit saisir onu,1,Politique Française Générale,0.0546091501630429,0.10218558772921954,0.047123174118236244
2025,7,24,1,"['petit', 'dictateur', 'européen', 'intégration', 'moldavie', 'sandu', 'ue', 'compromettre', 'autoritarisme', 'média', 'maia', 'bafouer', 'démocratie', 'exclure', 'adversaire', 'législative', 'emprisonner', 'opposant', 'bloc', 'victoire', 'voix', 'sondage', 'interdire', 'participation', 'élection', 'prétexte', 'lien', 'parti', 'șor', 'tenir', 'congrès', 'moscou', 'trahison', 'chisinau', 'justice', 'pression', 'evghenia', 'guțul', 'leader', 'gagaouze', 'juger', 'irrégularité', 'campagne', 'partir', 'grève', 'avocat', 'paralyser', 'pays', 'semaine', 'dernier', 'vote', 'loi', 'renforcer', 'contrôle', 'état', 'barreau', 'percevoir', 'champ', 'bataille', 'potentiel', 'europe', 'russie', 'cas', 'escalade', 'tension', 'déclarer', 'reprise', 'exister', 'risque', 'conflit', 'militaire', 'balkans', 'france', 'particulier', 'trouver', 'confronter']",petit dictateur européen intégration moldavie sandu ue compromettre autoritarisme média maia bafouer démocratie exclure adversaire législative emprisonner opposant bloc victoire voix sondage interdire participation élection prétexte lien parti șor tenir congrès moscou trahison chisinau justice pression evghenia guțul leader gagaouze juger irrégularité campagne partir grève avocat paralyser pays semaine dernier vote loi renforcer contrôle état barreau percevoir champ bataille potentiel europe russie cas escalade tension déclarer reprise exister risque conflit militaire balkans france particulier trouver confronter,2,Conflit Militaire (Ukraine),0.03145591827646764,-0.01614142123014426,-0.06608137871661168
2025,7,24,2,"['principal', 'événement', 'monde', 'soir', 'juillet', 'kremlin', 'avancée', 'troisième', 'cycle', 'pourparler', 'ukraine', 'istanbul', 'discussion', 'éventuel', 'sommet', 'russie', 'fois', 'travail', 'fond', 'achever', 'présidence', 'russe', 'vladimir', 'poutine', 'participer', 'remise', 'snle', 'prince', 'pojarski', 'marine', 'région', 'arkhangelsk', 'nord', 'annoncer', 'type', 'construire', 'année', 'venir', 'jouer', 'rôle', 'cler', 'maintien', 'parité', 'stratégique', 'symposium', 'international', 'africacert', 'placer', 'thème', 'ensembl', 'afrique', 'numérique', 'sécuriser', 'niamey', 'emmanuel', 'france', 'reconnaître', 'état', 'palestine', 'septembre', 'réunion', 'assemblée', 'général', 'nation', 'uni', 'site', 'web', 'majeur', 'cia', 'pirater', 'intrus', 'obtenir', 'information', 'technologie', 'clé', 'washington', 'national', 'office', 'gérer', 'piratage']",principal événement monde soir juillet kremlin avancée troisième cycle pourparler ukraine istanbul discussion éventuel sommet russie fois travail fond achever présidence russe vladimir poutine participer remise snle prince pojarski marine région arkhangelsk nord annoncer type construire année venir jouer rôle cler maintien parité stratégique symposium international africacert placer thème ensembl afrique numérique sécuriser niamey emmanuel france reconnaître état palestine septembre réunion assemblée général nation uni site web majeur cia pirater intrus obtenir information technologie clé washington national office gérer piratage,4,Affaires Militaires et Défense,0.1980191475307475,-0.06314901289190365,0.16544096624562377
2025,7,24,3,"['kiev', 'mener', 'guerre', 'procuration', 'moscou', 'indépendance', 'russie', 'donne', 'exemple', 'lutter', 'hégémonie', 'occidental', 'ukraine', 'soumettre', 'europe', 'déclarer', 'sputnik', 'politologue', 'chinois', 'sima', 'pingbang', 'compliqu', 'paix', 'cycle', 'négociation', 'durer', 'heure', 'juger', 'résultat', 'publier', 'avancée', 'décisif', 'constater', 'pression', 'ue', 'pays', 'allemagne', 'france', 'royaume', 'uni', 'contraindre', 'poursuivre', 'action', 'offensif', 'sûr', 'poutine', 'zelensky', 'lieu', 'avancer', 'falloir', 'bruxelle', 'washington', 'accepter', 'réalité', 'avantage', 'russe', 'champ', 'bataille']",kiev mener guerre procuration moscou indépendance russie donne exemple lutter hégémonie occidental ukraine soumettre europe déclarer sputnik politologue chinois sima pingbang compliqu paix cycle négociation durer heure juger résultat publier avancée décisif constater pression ue pays allemagne france royaume uni contraindre poursuivre action offensif sûr poutine zelensky lieu avancer falloir bruxelle washington accepter réalité avantage russe champ bataille,2,Conflit Militaire (Ukraine),0.1578951368545953,-0.17588476671238337,-0.12311308978549923
2025,7,24,4,"['france', 'reconnaître', 'état', 'palestine', 'septembre', 'fidèle', 'engagement', 'historique', 'paix', 'durable', 'orient', 'décider', 'faire', 'annoncer', 'solennel', 'assemblée', 'général', 'nation', 'uni', 'mois', 'prochain', 'indiquer', 'président', 'compte', 'accompagner', 'post', 'lettre', 'signer', 'part', 'autorité', 'palestinien', 'mahmoud', 'abba']",france reconnaître état palestine septembre fidèle engagement historique paix durable orient décider faire annoncer solennel assemblée général nation uni mois prochain indiquer président compte accompagner post lettre signer part autorité palestinien mahmoud abba,1,Politique Française Générale,0.04444737578938842,0.018141044868073018,0.07365881222502894
2025,7,24,5,"['monnaie', 'servitude', 'candidat', 'présidentielle', 'camerounais', 'vouloir', 'abandonner', 'franc', 'cfa', 'serge', 'espoir', 'président', 'parti', 'uni', 'rénovation', 'social', 'asséner', 'sputnik', 'afrique', 'falloir', 'adopter', 'national', 'permettre', 'dynamiser', 'économie', 'souveraineté', 'économique', 'monétaire', 'obliger', 'sortir', 'france', 'venir', 'penser', 'faire', 'programme', 'relance', 'production', 'transformation', 'local', 'briser', 'dépendance', 'importation', 'bien', 'nécessité', 'payer', 'cameroun', 'porte', 'croire', 'intérêt', 'français', 'faiblir', 'faux', 'utiliser', 'asseoir', 'souligner', 'tourner', 'marché', 'africain', 'construire', 'voie', 'communication', 'favoriser', 'accès', 'mer', 'miser', 'port', 'douala', 'yaoundé', 'kirbi']",monnaie servitude candidat présidentielle camerounais vouloir abandonner franc cfa serge espoir président parti uni rénovation social asséner sputnik afrique falloir adopter national permettre dynamiser économie souveraineté économique monétaire obliger sortir france venir penser faire programme relance production transformation local briser dépendance importation bien nécessité payer cameroun porte croire intérêt français faiblir faux utiliser asseoir souligner tourner marché africain construire voie communication favoriser accès mer miser port douala yaoundé kirbi,7,Souveraineté Africaine et IA,-0.10602767471692419,-0.007545378451879125,-0.08832654326855581
2025,7,24,6,"['pourparler', 'russo', 'ukrainien', 'instant', 'raison', 'faire', 'confiance', 'kiev', 'opinion', 'cyrille', 'lattre', 'analyste', 'français', 'ancien', 'commandant', 'bord', 'contacter', 'sputnik', 'afrique', 'revenir', 'cycle', 'moscou', 'juillet', 'istanbul', 'objectif', 'zelensky', 'proposer', 'round', 'négociation', 'obtenir', 'immédiat', 'ordre', 'starmer', 'merz', 'compagnie', 'irréalisable', 'irréaliste', 'expliquer', 'souligner', 'manque', 'fiabilité', 'ukraine', 'habitude', 'colonne', 'vertébral', 'parole', 'honneur', 'fois', 'devoir', 'violer', 'russie', 'heure', 'récupérer', 'blessé', 'corps', 'tester', 'capacité', 'respecter', 'multiple', 'exemple', 'incapable', 'considérer', 'échange', 'dimension', 'humanitaire', 'crucial', 'restituer', 'millier', 'remarque', 'contredire', 'narratif', 'minimiser', 'perte', 'soldat', 'ajouter']",pourparler russo ukrainien instant raison faire confiance kiev opinion cyrille lattre analyste français ancien commandant bord contacter sputnik afrique revenir cycle moscou juillet istanbul objectif zelensky proposer round négociation obtenir immédiat ordre starmer merz compagnie irréalisable irréaliste expliquer souligner manque fiabilité ukraine habitude colonne vertébral parole honneur fois devoir violer russie heure récupérer blessé corps tester capacité respecter multiple exemple incapable considérer échange dimension humanitaire crucial restituer millier remarque contredire narratif minimiser perte soldat ajouter,4,Affaires Militaires et Défense,0.052987140033347487,-0.09410059528669072,-0.06162214833074416
2025,7,24,7,"['dictature', 'arménie', 'agir', 'agissement', 'lutte', 'identité', 'appartenance', 'arménien', 'existence', 'carte', 'déclarer', 'sputnik', 'expert', 'libano', 'youssef', 'derderian', 'opposer', 'nikol', 'pachinian', 'arrêter', 'rappeler', 'ministre', 'aspirer', 'mener', 'politique', 'hostile', 'église', 'cherche', 'conclure', 'accord', 'europe', 'être', 'coopération', 'signer', 'amérique', 'france', 'renier', 'histoire', 'insister', 'accuser', 'effondrement', 'géopolitique', 'géostratégique', 'établir', 'parallèle', 'sort', 'ukraine', 'traitement', 'réserver', 'volodymyr', 'zelensky', 'occident']",dictature arménie agir agissement lutte identité appartenance arménien existence carte déclarer sputnik expert libano youssef derderian opposer nikol pachinian arrêter rappeler ministre aspirer mener politique hostile église cherche conclure accord europe être coopération signer amérique france renier histoire insister accuser effondrement géopolitique géostratégique établir parallèle sort ukraine traitement réserver volodymyr zelensky occident,2,Conflit Militaire (Ukraine),-0.00754978396529011,-0.04803057289608937,-0.07492598447259267
